work_id,organism,cd_score,title,year
W2568881002,other_crop,1.0,A Model for Estimating the Completion of Rest for ‘Redhaven’ and ‘Elberta’ Peach Trees1,1974
W2340461078,other_crop,1.0,Environmental and Management Practices Affecting Grape Composition and Wine Quality - A Review,1993
W2046146717,other_crop,1.0,Description of Sunflower Growth Stages<sup>1</sup>,1981
W3014970354,other_crop,1.0,"Control of Peach Tree Growth and Productivity by Regulated Water Supply, Tree Density, and Summer Pruning1",1981
W2260448939,other_crop,1.0,Cluster Sun Exposure and Quercetin in Pinot noir Grapes and Wine,1995
W1944382492,other_crop,1.0,Development and Characterization of Additional Microsatellite DNA Markers for Grape,1999
W563412920,other_crop,1.0,Garlic: The Science and Therapeutic Application of Allium Sativum L. and Related Species,1996
W1542480419,other_crop,1.0,Bananas and Plantains,1995
W2476439854,other_crop,1.0,"FRUIT MATURITY, RIPENING, AND QUALITY RELATIONSHIPS",1999
W2039350925,other_crop,1.0,Genetic Control of the Domestication Syndrome in Common Bean,1996
W635420415,other_crop,1.0,Advances in cowpea research,1997
W2109335148,other_crop,1.0,Biological Properties of Citrus Flavonoids Pertaining to Cancer and Inflammation,2001
W2608044737,other_crop,1.0,The Politics of Resentment: Rural Consciousness in Wisconsin and the Rise of Scott Walker,2017
W2057892597,other_crop,1.0,Developmentally regulated epitopes of cell surface arabinogalactan proteins and their relation to root tissue pattern formation,1991
W2058164136,other_crop,1.0,Antioxidant and Radical Scavenging Effects of Aged Garlic Extract and its Constituents,1994
W2088931541,other_crop,1.0,Compendium of Apple and Pear Diseases,1990
W2135980731,other_crop,1.0,A Non-Destructive Method for Determining Peanut Pod Maturity,1981
W118978382,other_crop,1.0,Chemistry and biology of boron.,1992
W2574787812,other_crop,1.0,Analyzing the biochemical compounds and the differentially expressed genes in anthocyanin biosynthesis pathway for the variegated peach flowers,2015
W2084133270,other_crop,1.0,Structural Characterization of Nanoparticles Loaded with Garlic Essential Oil and Their Insecticidal Activity against<i>Tribolium castaneum</i>(Herbst) (Coleoptera: Tenebrionidae),2009
W1504050599,other_crop,1.0,Common beans : Research for crop improvement,1991
W1990772339,other_crop,1.0,A Simplified Classification of Cultivated Sorghum<sup>1</sup>,1972
W1971866469,other_crop,1.0,Induction of Systemic Resistance of Cucumber to<i>Colletotrichum orbiculare</i>by Select Strains of Plant Growth-Promoting Rhizobacteria,1991
W4389383397,other_crop,1.0,General Viticulture,1974
W2020641997,other_crop,1.0,Effects of organosulfur compounds from garlic and onions on benzo[<i>a</i>]pyrene-induced neoplasia and glutathione S-transferase activity in the mouse,1988
W1554403518,other_crop,1.0,Epistasis and the Evolutionary Process,2000
W1563194812,other_crop,1.0,Handbook of Plant and Crop Physiology,2001
W1540818229,other_crop,1.0,Evolution through Genetic Exchange,2007
W2162810808,other_crop,1.0,Antioxidant Effects of Sulfur-Containing Amino Acids,2004
W2222155483,other_crop,1.0,Influence of Pre- and Postveraison Water Deficit on Synthesis and Concentration of Skin Phenolic Compounds during Berry Growth of Vitis vinifera cv. Shiraz,2002
W2082729296,other_crop,1.0,Contribution of Nitrogen Fixation to Sugar Cane: Nitrogen‐15 and Nitrogen‐Balance Estimates,1992
W2290739878,other_crop,1.0,Research on Development and Ripening of the Grape Berry,1992
W1981853323,other_crop,1.0,Compendium of citrus diseases.,2000
W2031261463,other_crop,1.0,An Overview of Plant Defenses against Pathogens and Herbivores,2008
W1993520455,other_crop,1.0,Growth Stages of Peanut (<i>Arachis hypogaea</i> L.)1,1982
W1996492280,other_crop,1.0,"Changes in phloem export of sucrose in leaves in response to phosphorus, potassium and magnesium deficiency in bean plants",1994
W2970758768,other_crop,1.0,A guide to sugarcane diseases,2000
W2442230836,other_crop,1.0,Enrichment of microsatellites from the citrus genome using biotinylated oligonucleotide sequences bound to streptavidin-coated magnetic particles.,1994
W1594916836,other_crop,1.0,Biotechnology of perennial fruit crops.,1992
W1637981159,other_crop,1.0,The Science of allelopathy,1986
W1562673428,other_model_organism,1.0,Colour Atlas of Ectomycorrhizae,1991
W657744354,other_model_organism,1.0,Phytoremediation of toxic metals : using plants to clean up the environment,2000
W1591731208,other_model_organism,1.0,Biology of Populus and its implications for management and conservation,1996
W1983279516,other_model_organism,1.0,Visible/near infrared reflectance and chlorophyll content in Eucalyptus leaves,1999
W1585693460,other_model_organism,1.0,Ecology and Silviculture of Eucalypt Forests,2004
W2297382079,other_model_organism,1.0,Poplars and willows: trees for society and the environment,2014
W2066210296,other_model_organism,1.0,Ectopic expression of oat phytochrome A in hybrid aspen changes critical daylength for growth and prevents cold acclimatization,1997
W1989762240,other_model_organism,1.0,Establishment of a root proteome reference map for the model legumeMedicago truncatulausing the expressed sequence tag database for peptide mass fingerprinting,2001
W2024781037,other_model_organism,1.0,An Assessment of the Allelopathic Potential of <i>Eucalyptus</i>,1990
W2097756305,other_model_organism,0.5514705882352942,The ecological aspect of ethnobotany and ethnopharmacology of population in Bosnia and Herzegovina.,2007
W2096681075,other_model_organism,0.1157024793388429,The Clonal Growth Habit of American Aspens,1966
W161917353,other_model_organism,0.0735294117647058,Effective Tree Species for Local Airquality Management,2000
W2030362769,other_model_organism,0.0436432637571157,Free‐air CO<sub>2</sub> enrichment (FACE) of a poplar plantation: the POPFACE fumigation system,2001
W2024811202,other_model_organism,0.0318471337579617,Leaf Conductance in Relation to Assimilation in <i>Eucalyptus pauciflora</i> Sieb. ex Spreng,1978
W2134065692,other_model_organism,0.0171052631578947,"Grazing effects on plant cover, soil and microclimate in fragmented woodlands in south‐western Australia: implications for restoration",2000
W2106447684,other_model_organism,0.0115843270868824,Phenotypic variation in growth and biomass distribution for two advanced-generation pedigrees of hybrid poplar,2005
W2136142998,other_model_organism,0.010948905109489,Energy Product Options for Eucalyptus Species Grown as Short Rotation Woody Crops,2008
W1984732025,other_model_organism,0.0040927694406548,Different mechanisms for phytoalexin induction by pathogen and wound signals in <i>Medicago truncatula</i>,2007
W1981992705,other_model_organism,0.0014745637748832,Cytochrome f and plastocyanin: their sequence in the photosynthetic electron transport chain of Chlamydomonas reinhardi.,1965
W2053066796,other_model_organism,0.0014302059496567,The Allelopathic Effects of Eucalyptus camaldulensis,1970
W179400839,other_model_organism,0.0007078810759792,Biochemical parameters of plants as indicators of air pollution.,2007
W2160898602,other_model_organism,0.000683674980914,LAMINA: a tool for rapid quantification of leaf size and shape parameters,2008
W2006564295,other_model_organism,0.0001328197635808,Short-rotation woody crops for bioenergy and biofuels applications,2009
W2103955844,other_model_organism,0.0001236552491653,Effects of high temperature on photosynthesis and related gene expression in poplar,2014
W2032006952,other_model_organism,5.738633918195774e-05,LEAF DIMORPHISM IN POPULUS TRICHOCARPA,1960
W2339062698,other_model_organism,-8.206407563025211e-05,Genetic Variation and the Natural History of Quaking Aspen,1996
W2133966033,other_model_organism,-0.0001406020323384,Wood formation of trees in relation to potassium and calcium nutrition,2010
W2163412729,other_model_organism,-0.0002572678157962,The complete nucleotide sequence of the hornwort (Anthoceros formosae) chloroplast genome: insight into the earliest land plants,2003
W2124445015,other_model_organism,-0.0002804642166344,"<i>Enod40</i> , a Short Open Reading Frame–Containing mRNA, Induces Cytoplasmic Localization of a Nuclear RNA Binding Protein in <i>Medicago truncatula</i>",2004
W2038281147,other_model_organism,-0.0002980837473385,Harmful and beneficial aspects of Parthenium hysterophorus: an update,2011
W2132545099,other_model_organism,-0.0003143418467583,"<i>Lotus japonicus</i>, an autogamous, diploid legume species for classical and molecular genetics",1992
W2033401580,other_model_organism,-0.0003243914135003,Short-rotation forestry with hybrid aspen (<i>Populus tremula</i>L.×<i>P. tremuloides</i>Michx.) in Northern Europe,2011
W2169867826,other_model_organism,-0.0004000213344711,Phosphorus Deficiency Impairs Early Nodule Functioning and Enhances Proton Release in Roots of Medicago truncatula L.,2001
W2125751420,other_model_organism,-0.0004107579462102,Nitrogen storage and seasonal nitrogen cycling in <i>Populus</i>: bridging molecular physiology and ecophysiology,2005
W2147754222,other_model_organism,-0.0004187206181838,A transcriptional timetable of autumn senescence,2004
W2121462051,other_model_organism,-0.0004254232961796,Genome-Based Approaches to Understanding Phosphorus Deprivation Responses and PSR1 Control in<i>Chlamydomonas reinhardtii</i>,2006
W2053601607,other_model_organism,-0.000496661332156,The genetics and genomics of the drought response in <i>Populus</i>,2006
W2025082271,other_model_organism,-0.0004973938634032,Pathway analysis of the transcriptome and metabolome of salt sensitive and tolerant poplar species reveals evolutionary adaption of stress tolerance mechanisms,2010
W2083263833,other_model_organism,-0.0005326268061511,Impacts of drought on leaf respiration in darkness and light in <i>Eucalyptus saligna</i> exposed to industrial‐age atmospheric CO<sub>2</sub> and growth temperature,2011
W2046726033,other_model_organism,-0.000571636951401,<i>Lotus japonicus</i> Metabolic Profiling. Development of Gas Chromatography-Mass Spectrometry Resources for the Study of Plant-Microbe Interactions,2005
W2047335834,other_model_organism,-0.0005994485073732,The Control of Autumn Senescence in European Aspen    ,2009
W1907880914,other_model_organism,-0.0006146561340405,Lignin-Modifying Enzymes of the White Rot Basidiomycete <i>Ganoderma lucidum</i>,1999
W1980683036,other_model_organism,-0.0006265727481278,Pectin Methyl Esterase Inhibits Intrusive and Symplastic Cell Growth in Developing Wood Cells of<i>Populus</i> ,2007
W2105714011,other_model_organism,-0.0006511755432174,The molecular genetic linkage map of the model legume Medicago truncatula: an essential tool for comparative legume genomics and the isolation of agronomically important genes,2002
W2165284619,other_model_organism,-0.0006890517335666,Xyloglucan Endo-transglycosylase (XET) Functions in Gelatinous Layers of Tension Wood Fibers in Poplar—A Glimpse into the Mechanism of the Balancing Act of Trees,2007
W2153390210,other_model_organism,-0.0006935817805383,MOSSES AS MODEL SYSTEMS FOR THE STUDY OF METABOLISM AND DEVELOPMENT,2006
W2170150650,other_model_organism,-0.0007157031783727,Context dependence in the coevolution of plant and rhizobial mutualists,2007
W2062776545,other_model_organism,-0.0007318286935394,Upgrading Root Physiology for Stress Tolerance by Ectomycorrhizas: Insights from Metabolite and Transcriptional Profiling into Reprogramming for Stress Anticipation,2009
W1970329447,other_model_organism,-0.0007520372813235,Genome Sequence of the Plant Growth Promoting Endophytic Bacterium Enterobacter sp. 638,2010
W2164189900,other_model_organism,-0.0007523746825919,Purification and Characterization of Peroxidases Correlated with Lignification in Poplar Xylem1,1998
W2332039551,potato,1.0,"Mycoplasma- or PLT Group-like Microorganisms Found in the Phloem Elements of Plants Infected with Mulberry Dwarf, Potato Witches' Broom, Aster Yellows, or Paulownia Witches' Broom",1967
W1581830689,potato,1.0,Induced Responses to Herbivory,1997
W650957787,potato,1.0,Potato Breeding Problems and Perspectives,1986
W1972527344,potato,1.0,"Free, esterified, and insoluble-bound phenolic acids. 3. Composition of phenolic acids in cereal and potato flours",1982
W2011832671,potato,1.0,"Extensin: repetitive motifs, functional sites, post‐translational codes, and phylogeny",1994
W583527970,potato,1.0,Compendium of potato diseases.,1981
W620466111,potato,1.0,Compendium of potato diseases,2001
W2146879042,potato,1.0,Genotypic Stability Analysis and Its Application to Potato Regional Trials,1971
W4299436563,potato,1.0,"Tropical root and tuber crops: cassava, sweet potato, yams and aroids",2008
W573613236,potato,1.0,Encyclopedia of Pest Management,2002
W2157569037,potato,1.0,With bitter herbs they shall eat it: chemical ecology and the origins of human diet and medicine,1991
W1889675536,potato,1.0,The coat protein of potato virus X is a strain‐specific elicitor of <i>Rx</i>1‐mediated virus resistance in potato,1995
W2119611865,potato,1.0,The botany of desire: a plant's eye view of the world,2001
W1992607183,potato,1.0,Isolation and partial characterization of antifungal metabolites of Bacillus pumilus,1998
W2092957636,potato,1.0,Managing<i>Meloidogyne chitwoodi</i>on Potato with Rapeseed as Green Manure,1993
W2048714652,potato,1.0,Biological Control of<i>Eutypa lata</i>on Grapevine by an Antagonistic Strain of<i>Bacillus subtilis</i>,1991
W2064552842,potato,0.5882352941176471,Reflectance and Transmittance of Light by Leaves,1971
W2089218078,potato,0.4426229508196721,Increased Disease Resistance and Enzyme Activity Induced by Ethylene and Ethylene Production of Black Rot Infected Sweet Potato Tissue,1966
W2055177323,potato,0.26232741617357,Panglobal distribution of a single clonal lineage of the Irish potato famine fungus.,1994
W1634853551,potato,0.2564102564102564,Smart Monitoring of Potato Crop: A Cyber-Physical System Architecture Model in the Field of Precision Agriculture,2015
W2016194316,potato,0.1509433962264151,The effect of the method of drying on the colour of dehydrated products,2001
W2580067168,potato,0.1296779808529155,Advanced Materials From Fungal Mycelium: Fabrication and Tuning of Physical Properties,2017
W2133270902,potato,0.1296076099881093,Isolation and characterization of a potato cDNA corresponding to a 1-aminocyclopropane-1-carboxylate (ACC) oxidase gene differentially activated by stress,2002
W1965796076,potato,0.1062801932367149,Managing fungal diseases of potato,1999
W1976265853,potato,0.1049180327868852,Response of economically important aphids to components of <i>Hemizygia petiolata</i> essential oil,2005
W2154208128,potato,0.0909952606635071,Nutritional potential of two leafy vegetables: Moringa oleifera and Ipomoea batatas leaves,2008
W2005697938,potato,0.0714285714285714,Estimating the global severity of potato late blight with GIS‐linked disease forecast models,2000
W2085425130,potato,0.0673828125,The production of antifungal volatiles by Bacillus subtilis,1993
W2169651664,potato,0.064,African herbal medicines in the treatment of HIV: Hypoxis and Sutherlandia. An overview of evidence and pharmacology,2005
W2111530368,potato,0.0634920634920634,Electrical Impedance Studies on Potato and Alfalfa Tissue,1969
W1992328858,potato,0.0397509578544061,Growth Enhancement and Developmental Modifications of <i>in Vitro</i> Grown Potato (<i>Solanum tuberosum</i> spp. <i>tuberosum</i>) as Affected by a Nonfluorescent <i>Pseudomonas</i> sp.,1991
W2885105421,potato,0.023091976516634,The Value of Expanding the Training Population to Improve Genomic Selection Models in Tetraploid Potato,2018
W2714342494,potato,0.0224155235864837,Detection of potato diseases using image segmentation and multiclass support vector machine,2017
W2123449092,potato,0.0199610516066212,"Detection of <i>Ralstonia solanacearum</i> Strains with a Quantitative, Multiplex, Real-Time, Fluorogenic PCR (TaqMan) Assay",2000
W2093242085,potato,0.0166666666666666,Hypothesis: anencephaly and spina bifida are usually preventable by avoidance of a specific but unidentified substance present in certain potato tubers.,1972
W2100779385,potato,0.0131826741996233,"Role of Polyphenol Oxidase, Peroxidase, Phenylalanine Ammonia Lyase, Chlorogenic Acid, and Total Soluble Phenols in Resistance of Potatoes to Soft Rot",2011
W1983126004,potato,0.0107238605898123,"<i>Penicillium</i><i>expansum</i>:  Consistent Production of Patulin, Chaetoglobosins, and Other Secondary Metabolites in Culture and Their Natural Occurrence in Fruit Products",2004
W2025103185,potato,0.009594882729211,Detection of <i>Potato mop top virus</i> and <i>Tobacco rattle virus</i> Using a Multiplex Real-Time Fluorescent Reverse-Transcription Polymerase Chain Reaction Assay,2000
W2012331775,potato,0.0085767269355586,Genome sequence and analysis of the tuber crop potato,2011
W2186996070,potato,0.0085257082896117,"Agricolae - Ten years of an open source statistical tool for experiments in breeding, agriculture and biology",2015
W2522006754,potato,0.0082474226804123,Rapeseed (<i>Brassica napus</i>) Green Manure Crop Suppresses Weeds in Potato (<i>Solanum tuberosum</i>),1995
W2110282787,potato,0.0081374321880651,Multiple alleles for tuber shape in diploid potato detected by qualitative and quantitative genetic analysis using RFLPs.,1994
W1914742631,potato,0.0075459317585301,"Screening, identification and evaluation of potential biocontrol fungal endophytes against Rhizoctonia solani AG3 on potato plants",2010
W2017358989,potato,0.0063829787234042,Discovering the future of the case study method in evaluation research,1994
W2744339746,potato,0.004595744680851,Comparative Transcriptomics of Bacillus mycoides Strains in Response to Potato-Root Exudates Reveals Different Genetic Adaptation of Endophytic and Soil Isolates,2017
W2167889321,potato,0.0031328320802005,"Integration of soil, crop and weed management in low‐external‐input farming systems",2000
W2419568746,potato,0.0011300417246175,"Bacterial disease management: challenges, experience, innovation and future prospects",2016
W1994150718,potato,0.0006640615023114,Potato virus X as a vector for gene expression in plants,1992
W1890340485,potato,0.0004118616144975,"A moderate decrease of plastid aldolase activity inhibits photosynthesis, alters the levels of sugars and starch, and inhibits growth of potato plants",1998
W2155852285,potato,0.0001574109054275,Growth at elevated CO<sub>2</sub> concentrations leads to modified profiles of secondary metabolites in tobacco cv. SamsunNN and to increased resistance against infection with <i>potato virus Y</i>,2005
W2549442499,rice,1.0,Fundamentals of rice crop science,1981
W2021885731,rice,1.0,"Leaf Nitrogen, Photosynthesis, and Crop Radiation Use Efficiency: A Review",1989
W616920926,rice,1.0,RICE: Chemistry and Technology,2004
W1602851398,rice,1.0,Plant Adaptation and Crop Improvement,1996
W3190365438,rice,1.0,International Rice Research Institute,1990
W578868330,rice,1.0,ESTABLISHMENT OF AN EFFICIENT MEDIUM FOR ANTHER CULTURE OF RICE THROUGH COMPARATIVE EXPERIMENTS ON THE NITROGEN SOURCES,1975
W1986507106,rice,1.0,Evolution of Crop Plants,1979
W2123961034,rice,1.0,Principles and Practices of Rice Production,1981
W373452788,rice,1.0,"Rice: origin, history, technology and production.",1999
W1988143469,rice,1.0,Changes in plant response to NaCl during development of rice (<i>Oryza sativa</i>L.) varieties differing in salinity resistance,1995
W40791384,rice,1.0,"Pratylenchus (Nematoda: Pratylenchidae): Diagnosis, Biology, Pathogenicity and Management",2007
W1996565389,rice,1.0,Cooked rice aroma and 2-acetyl-1-pyrroline,1983
W1984964412,rice,1.0,Contribution of volatiles to rice aroma,1988
W267400943,rice,1.0,Multi-location testing as a tool to identify plant response to global climate change.,2010
W2045661743,rice,1.0,Proteomic analysis of rice leaves during drought stress and recovery,2002
W1510825767,rice,1.0,CRC handbook of pest management in agriculture,1990
W4231531252,rice,1.0,"<i>Review</i> : Mechanisms of anoxia tolerance in plants. I. Growth, survival and anaerobic catabolism",2003
W112874940,rice,1.0,Water-wise Rice Production,2002
W2011474508,rice,1.0,The use of nutrients in crop plants,2009
W221997224,rice,1.0,Allelopathy : Basic and applied aspects,1992
W2090820195,rice,1.0,Compendium of Rice Diseases,1992
W4213424175,rice,1.0,Black Rice,2001
W1966298827,rice,1.0,Breeding for Drought Resistance in Rice: Physiology and Molecular Genetics Considerations,1997
W2059168882,rice,1.0,Using a Chlorophyll Meter to Estimate Specific Leaf Nitrogen of Tropical Maize during Vegetative Growth,1997
W4249921644,rice,1.0,Production of Aflatoxin on Rice,1966
W1779664042,rice,1.0,Plant genetic conservation: the in situ approach,1997
W232638337,rice,1.0,The Leafhoppers and planthoppers,1985
W2051653516,rice,1.0,"<i>rbohA</i>, a rice homologue of the mammalian <i>gp91phox</i> respiratory burst oxidase gene",1996
W2031348266,rice,1.0,"International Rice Research Institute, Los Baños, Philippines",1999
W230570419,rice,1.0,Rice: Nutrient Disorders & Nutrient Management,2000
W1485439630,rice,1.0,The wild relatives of rice: a genetic resources handbook.,1994
W566358944,rice,1.0,Principles and practices in plant ecology : allelochemical interactions,1999
W2036220110,rice,1.0,Adjustment for Specific Leaf Weight Improves Chlorophyll Meter's Estimate of Rice Leaf Nitrogen Concentration,1993
W1965855075,rice,1.0,Induction of Phytoalexin Formation in Suspension-cultured Rice Cells by<i>N</i>-Acetyl-chitooligosaccharides,1993
W1987958970,rice,1.0,"Effect of the Defatted Rice Germ Enriched with GABA for Sleeplessness, Depression, Autonomic Disorder by Oral Administration.",2000
W1493765615,rice,1.0,Direct Seeding: Research Strategies and Opportunities,2002
W608967872,rice,1.0,Rice in human nutrition,1994
W2167722384,rice,1.0,The Contribution of an Apoplastic Pathway to Sodium Uptake by Rice Roots in Saline Conditions,1987
W2060344559,rice,1.0,Identification of a Family of Avirulence Genes from<i>Xanthomonas oryzae</i>pv.<i>oryzae</i>,1992
W2047613366,rice,1.0,"PAPER PRESENTED AT INTERNATIONAL WORKSHOP ON INCREASING WHEAT YIELD POTENTIAL, CIMMYT, OBREGON, MEXICO, 20–24 MARCH 2006 Understanding the physiological basis of yield potential in wheat",2007
W2122026637,rice,1.0,"World oilseeds: chemistry, technology, and utilization",1992
W2064216510,rice,1.0,Evaluation of the Total Antioxidant Activity as a Marker of the Deterioration of Apple Juice on Storage,1995
W30346954,rice,1.0,Genotype x environment interaction challenges and opportunities for plant breeding and cultivar recommendations,2002
W1495407666,rice,1.0,Asian rice bowls: the returning crisis?,1998
W582234571,rice,1.0,Crop Ferality and Volunteerism,2005
W2302708914,rice,1.0,Rice research in Asia: progress and priorities,1997
W1980939094,rice,1.0,Iron Coatings on Rice Roots: Morphology and Models of Development,1980
W2069171037,rice,1.0,"Synthesis and Fungicidal Activity against <i>Rhizoctonia </i><i>s</i><i>olani</i> of 2-Alkyl (Alkylthio)-5-pyrazolyl-1,3,4-oxadiazoles (Thiadiazoles)",2000
W2004728888,rice,1.0,Equilibrium theory of erosional slopes approached by frequency distribution analysis; Part II,1950
W2333598964,rice,1.0,Silica Nanoparticles for Increased Silica Availability in Maize (Zea mays. L) Seeds Under Hydroponic Conditions,2012
W2090607828,soybean,1.0,Vigor Determination in Soybean Seed by Multiple Criteria<sup>1</sup>,1973
W1509909912,soybean,1.0,"Soybeans: Chemistry, Technology, and Utilization",1995
W1971928109,soybean,1.0,Statistical Analysis of a Yield Trial,1988
W2094108457,soybean,1.0,"Stage of Development Descriptions for Soybeans, <i>Glycine Max</i> (L.) Merrill<sup>1</sup>",1971
W2014052340,soybean,1.0,Stress Tolerance in Soybeans. I. Evaluation of Three Screening Techniques for Heat and Drought Tolerance<sup>1</sup>,1984
W2113652248,soybean,1.0,CRYSTALLINE SOYBEAN TRYPSIN INHIBITOR,1946
W2725102736,soybean,1.0,Stages of soybean development,1977
W1614310946,soybean,1.0,Compendium of Soybean Diseases,1999
W4245475363,soybean,1.0,Salt Tolerance and Crop Potential of Halophytes,1999
W2010166202,soybean,1.0,Effects of Ultraviolet-B Irradiance on Soybean,1984
W2685884857,soybean,1.0,How a soybean plant develops,1967
W2020353403,soybean,1.0,"Soybean proteins. Their functional, chemical, and physical properties",1970
W2136329395,soybean,1.0,Genetic diversity in <i>Bradyrhizobium japonicum</i> Jordan 1982 and a proposal for <i>Bradyrhizobium elkanii</i> sp.nov.,1992
W1995160592,soybean,1.0,A Supernodulation and Nitrate-Tolerant Symbiotic (<i>nts</i>) Soybean Mutant,1985
W2011622025,soybean,1.0,Major proteins of soybean seeds. A straightforward fractionation and their characterization,1976
W2100374028,soybean,1.0,The interaction between salinity stress and seed vigour during germination of soyabean seeds,2003
W2059419091,soybean,1.0,Genetic Base for North American Public Soybean Cultivars Released between 1947 and 1988,1994
W4238475645,soybean,1.0,Biplot Analysis of Test Sites and Trait Relations of Soybean in Ontario,2002
W2015718283,soybean,1.0,Genetic Mapping of Agronomic Traits Using Recombinant Inbred Lines of Soybean,1996
W1998271538,soybean,1.0,Response of Soybean to Air Temperature and Carbon Dioxide Concentration,1989
W2095084377,soybean,1.0,Two Major Genes for Time of Flowering and Maturity in Soybeans<sup>1</sup>,1971
W1979244073,soybean,1.0,Mapping QTL for Seed Protein and Oil Content in Eight Soybean Populations,1997
W2138077107,soybean,1.0,"Effect of Germination on Chemical Composition, Biochemical Constituents and Antinutritional Factors of Soya Bean (Glycine max) Seeds",1997
W2040634597,soybean,1.0,Interception of Solar Radiation and Dry Matter Production by Various Soybean Planting Patterns<sup>1</sup>,1966
W2018931591,soybean,1.0,"Relationship Between the Content of Oil, Protein, and Sugar in Soybean Seed<sup>1</sup>",1972
W2022708736,soybean,1.0,Waterlogging Effects on Growth and Yield Components in Late‐Planted Soybean,1998
W2086647900,soybean,1.0,Rheological Characteristics and Gelation Mechanism of Tofu (Soybean Curd),1995
W1972805925,soybean,1.0,Two Genes Affecting Stem Termination in Soybeans<sup>1</sup>,1972
W2070471459,soybean,1.0,Bicarbonate Accumulation and pH Changes at the Soybean (Glycine max (L.) Merr.) Root‐Soil Interface,1969
W2095544744,soybean,1.0,Major proteins of soybean seeds. Subunit structure of .beta.-conglycinin,1978
W2414972710,soybean,1.0,Methane output and lactation response in Holstein cattle with monensin or unsaturated fat added to the diet.,1998
W2257817646,soybean,1.0,A new gene affecting the time of flowering and maturity in soybeans,1987
W2031844725,soybean,1.0,Water Stress during Seed Filling and Leaf Senescence in Soybean,1997
W2085425806,soybean,1.0,Assimilatory Capacity Effects on Soybean Yield Components and Pod Number,1995
W2142066741,soybean,1.0,Soybean growth and development.,2010
W85274192,soybean,1.0,"Global and Regional Trends in Production, Trade and Consumption of Food Legume Crops",2012
W2002133276,soybean,1.0,"The roles of the N‐linked glycans and extension regions of soybean β‐conglycinin in folding, assembly and structural features",1998
W1975985389,soybean,1.0,Anatomical analysis of the development and distribution of <i>Rhizobium</i> infections in soybean roots,1984
W2020769296,soybean,1.0,Genetic Control of a Long‐Juvenile Trait in Soybean,1995
W602673990,soybean,1.0,"Soybeans : chemistry, production, processing, and utilization",2008
W2126234318,soybean,1.0,In-situ Hybridization to Messenger RNA in Heterodera glycines.,1998
W2071909821,soybean,1.0,Differentiation of Soy Bean Antitryptic Factors,1946
W1972671005,soybean,1.0,Repeatability of Yield Stability Statistics in Soybean,1997
W2065709394,soybean,1.0,Identification of Diverse Soybean Germplasm Using RAPD Markers,1998
W2091433550,soybean,1.0,Effects of Chromium on Growth and Mineral Nutrition of Soybeans,1971
W1985122449,soybean,1.0,Role of Constitutive Isoflavone Conjugates in the Accumulation of Glyceollin in Soybean Infected with<i>Phytophthora megasperma</i>,1990
W2072597742,soybean,1.0,Studies on the Nature of the Endogenous Rhythm Affecting Photoperiodic Response of Biloxi Soybean,1958
W2057311344,soybean,1.0,Field Drought Tolerance of a Soybean Plant Introduction,1990
W2008336530,soybean,1.0,Heat-induced interactions between soybean proteins: preferential association of 11S basic subunits and .beta. subunits of 7S,1984
W2029600410,soybean,1.0,Fifty‐Eight Years of Genetic Improvement of Short‐Season Soybean Cultivars in Canada,1997
W2129851138,tobacco,1.0,A benzothiadiazole derivative induces systemic acquired resistance in tobacco,1996
W1986976129,tobacco,1.0,Accumulation of nitrate in the shoot acts as a signal to regulate shoot‐root allocation in tobacco<sup>†</sup>,1997
W1792722883,tobacco,1.0,"Tobacco : production, chemistry, and technology",1999
W2330845275,tobacco,1.0,The Relationship Between CO2 Transfer Conductance and Leaf Anatomy in Transgenic Tobacco With a Reduced Content of Rubisco,1994
W2061974378,tobacco,1.0,Peroxidase-Generated Hydrogen Peroxide as a Source of Antifungal Activity In Vitro and on Tobacco Leaf Disks,1992
W1867790384,tobacco,1.0,Botanical Pesticides in Agriculture,2018
W2010254904,tobacco,1.0,Conditional transgenic expression of the <i>ipt</i> gene indicates a function for cytokinins in paracrine signaling in whole tobacco plants,1997
W1883720221,tobacco,1.0,Isolation of tobacco mesophyll cells in intact and active state,1968
W2086680316,tobacco,1.0,Tobacco plants epigenetically suppressed in phenylalanine ammonia‐lyase expression do not develop systemic acquired resistance in response to infection by tobacco mosaic virus,1996
W2234630191,tobacco,1.0,The Effect of High pH and Calcium on Tobacco Leaf Protoplast Fusion,1973
W1772198057,tobacco,1.0,Enhanced Tolerance to Photooxidative Stress of Transgenic &lt;italic&gt;Nicotiana tabacum&lt;/italic&gt; with High Chloroplastic Glutathione Reductase Activity,1993
W627193268,tobacco,1.0,Cannabis: evolution and ethnobotany,2014
W2118045417,tobacco,1.0,Bestimmung der biologisch wirksamen Einheit in der Ribosenucleinsäure des Tabakmosaikvirus auf chemischem Wege,1958
W2002900330,tobacco,1.0,"A basic‐type PR‐1 promoter directs ethylene responsiveness, vascular and abscission zone‐specific expression",1993
W1978875536,tobacco,0.5609480812641083,Biochemical and Developmental Characterization of Multiple Forms of Catalase in Tobacco Leaves,1987
W2129873803,tobacco,0.4619565217391304,Comparison of Three Pathogenesis-related Proteins from Plants of Two Cultivars of Tobacco Infected with TMV,1980
W2742954728,tobacco,0.3271889400921659,ICTV Virus Taxonomy Profile: Virgaviridae,2017
W2066885219,tobacco,0.203862660944206,Exchange of Genetic Material Between Cells in Plant Tissue Grafts,2009
