topic_id,macro_theme_id,top_words,n_docs
455,21,"tobacco, smoking, cigarette, users, nicotine, chewing, cessation, st, advertising, prevalence",428
456,0,"flower, pink, cultivar, rhs, cross, petals, national institute, color, new cultivar, korea",426
457,0,"viruses, transmission, plant viruses, vectors, vector, virus, whitefly, aphid, salivary, insect vectors",425
458,0,"panicle, filling, hybrid rice, heading, grain filling, rice, grainfilling, transplanting, super, tillers",425
459,17,"references, mm long, introduction, glumes, results discussion, keywords, discussion, alpinia, long, spikelets",424
460,0,"pollen, pollination, pollen germination, stigma, pollen viability, pollens, fruit setting, viability, setting, pollen tube",424
461,0,"trafficking, golgi, sorting, vacuolar, endocytosis, er, membrane, vacuole, cargo, proteins",422
462,0,"coral, bleaching, reef, ocean, symbiont, acidification, symbionts, thermal stress, thermal, seawater",422
463,0,"biogas, anaerobic, methane, digestion, reactor, waste, wastes, mesophilic, sludge, dung",421
464,0,"autor, lavras, maro, nico, base na, online, autores, 090, meio da, poder",420
465,0,"medicinais, plantas, conhecimento, uso, das plantas, utilizadas, espcies, mais, levantamento, sade",418
466,0,"propriedade, instituto nacional, dados, tecnologias, brasil, banco, nacional, instituto, internacional, pesquisa",416
467,4,"taxonkey, barneby, datasets, amp, dataset, terms dataset, licensed restrictive, restrictive terms, included download, download licensed",416
468,0,"air pollution, pollution, air, tolerance index, polluted, pollutants, dust, total chlorophyll, ficus, ascorbic acid",414
469,0,"publications, articles, journals, citations, papers, patents, patent, web science, documents, science",413
470,3,"bulletin, france, vol, pp, session, sur, du, dans, la, 1924",412
471,0,"sugarcane, cane, sugar yield, sugarcane varieties, cane yield, sugar, sugar content, sucrose content, sugarbeet, ratoon",412
472,4,"option, article published, glance, abstract article, concise, delivering, journals, references, weekly, select",408
473,0,"isolates, rapd, genetic diversity, microsatellite, clonal, pathogen, mating, genetic, races, population structure",408
474,0,"extractive, ash, phytochemical, physicochemical, preliminary phytochemical, standardization, microscopic, microscopical, total ash, powder",406
475,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",405
476,0,"berry, seedless, vines, berries, vine, bunch, grapevines, pruning, grape, cluster",404
477,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",401
478,4,"includes records, containing species, records constituent, dataset, query taxonkey, constituent datasets, occurrences available, available gbif, dataset includes, species occurrences",398
479,29,"van, die, word, wat, met, vir, op, tot, te, om",397
480,6,"botany, published 01, isbn, reviews, journal, academic, oxford, book, pubmed google, pages",396
481,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",395
482,0,"ve, erzurum, bu, bir, ile, ise, yl, says, ya, ham",393
483,0,"dispersal, seed dispersal, rodents, dispersed, seeds, predation, seed, birds, bird, recruitment",393
484,0,"od, ich, na, po, si, wg, bbch, poland, ze, protection",392
485,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",391
486,4,"datasets, dataset, terms dataset, licensed restrictive, restrictive terms, included download, download licensed, individual datasets, datasets included, details data",390
487,0,"guide, library, resources, students, books, links, websites, help, databases, viticulture",389
488,0,"sound, electrical, impedance, electrodes, signals, hz, sensor, sensors, signal, sounds",388
489,0,"din, mai, ale, cu, pe, care, si, au, moldova, nu",388
490,0,"flesh, gthe, average fruit, solids content, soluble solids, solids, fruit, fruit weight, development period, soluble",387
491,1,"enzyme, purified, atp, mg2, fructose, adp, nadp, nad, pep, kda",385
492,0,"control effect, wp, mildew, powdery, fungicides, control effects, control efficacy, powdery mildew, cucumber, sc",383
493,0,"worm, lambs, faecal, anthelmintic, counts, egg, larvae, goats, sheep, burdens",383
494,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",383
495,0,"fluecured, tobacco, fluecured tobacco, nicotine, tobacco leaves, fertilizer, tobacco leaf, topping, upper leaves, nitrogen",381
496,4,"states america, country, america, united states, united, states, continent, includes records, containing species, records constituent",381
497,0,"cfug, microbiological, count, cfuml, coliform, staphylococcus, samples, spp, bacteria, sold",379
498,0,"pollen, pollination, fruit set, pollen grains, pollen viability, pollen germination, date palm, viability, set, pollens",379
499,4,"continent, false, datasets, north america, dataset, specimen, terms dataset, licensed restrictive, restrictive terms, included download",379
500,0,"irradiation, radiation, irradiated, aberrations, cytogenetic, rays, gamma, dose, doses, kr",378
501,0,"wine, grape, grapes, grape varieties, viticulture, wines, varieties, winemaking, variety, berries",378
502,0,"university, sciences, reviewers, department, faculty, institute, college, pharmacy, india, medical sciences",377
503,10,"geographical distribution, hosts, geographical, transmission, disease caused, organism, description, distribution, disease, america",376
504,0,"root, water uptake, root architecture, rsa, root water, root systems, architecture, imaging, phenotyping, 3d",376
505,0,"patient, patients, agglomerans, infections, pantoea, cutaneous, clinical, case, antibiotics, infection",375
506,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",374
507,0,"adsorption, adsorbent, boron, isotherm, removal, contact time, adsorbents, ions, cyanide, equilibrium",373
508,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",373
509,1,"cdna, amino acid, acid sequence, sequence, amino, polypeptide, cdna clone, clone, deduced, encoding",373
510,6,"reviews, published 01, pages, issue, nutrition, published, volume issue, 01, journal article, access",372
511,0,"lamp, pcr, detection, assay, realtime, realtime pcr, amplification, primers, pcr assay, qpcr",372
512,1,"nitrogenase, nodule, nodules, acetylene, fixation, n2, nitrogen fixation, nitrate, o2, nodulation",371
513,0,"sade, casos, uso, anos, dados, estudo, dos, os, mais, populao",371
514,4,"specimen, global biodiversity, natural history, claims, facility, data collected, biodiversity, andor, history, global",371
515,0,"precipitation, stations, meteorological, air temperature, climate, agroclimatic, rainfall, climatic, monthly, weather",370
516,0,"image, based original, et al, cover, based research, files, al, package, original, al 2022",370
517,0,"agroforestry, cocoa, agroforestry systems, systems, services, ecosystem services, practices, studies studies, ecosystem, biodiversity",370
518,0,"fungicides, fungicide, mildew, chlorothalonil, powdery mildew, powdery, azoxystrobin, leaf spot, tebuconazole, sclerotinia",370
519,3,"abb, isbn, reviewed, berlin, und, fischer, der, tab, pp, dm",370
520,0,"dan, yang, kabupaten, untuk, penelitian, di, analisis, ini, dalam, beef",369
521,0,"myocardial, cardiac, heart, rats, coronary, hearts, left, ldh, iso, hypertrophy",368
522,0,"carbon, biomass carbon, stock, stocks, tonsha, biomass, forest, carbon storage, sequestration, tons",368
523,0,"flower, arka, maximum, cm, maximum number, spike, recorded, maximum plant, florets, gladiolus",367
524,1,"chromosomes, meiosis, pairing, meiotic, chromosome, diploid, tetraploid, metaphase, 2n, pollen",367
525,0,"encounter, issues, item, batch, quality control, document, character, original, nature, report",365
526,0,"auxin, figure, division, cell, shapes, meristem, et al, cell shape, patterning, shape",364
527,0,"tanaman, bawang, merah, jumlah, perlakuan, dan, tanah, pertumbuhan, dosis, faktor",364
528,0,"ve, ile, bu, says, ise, alma, gn, iin, dk, bir",363
529,0,"pesticides, biopesticides, pest, insecticides, pests, chemical pesticides, pest management, essential oils, synthetic, oils",360
530,0,"genetics breeding, associated diseases, pests pathogens, biology ecology, diseases pests, environmental requirements, covers, economics, overview, food quality",360
531,1,"enzyme, purified, lyase, polygalacturonase, isoelectric, pectic, pectin, gel filtration, pectate, glucosidase",358
532,0,"kelompok, dengan, kadar, dan, uji, ekstrak, tablet, yang, pada, daun",357
533,0,"antiviral, antiviral activity, herpes, simplex, virus, influenza, viral, dengue, replication, extracts",357
534,0,"rhizobia, isolates, rhizobial, rhizobium, strains, nodules, symbiotic, root nodules, nitrogen fixation, nodule",357
535,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",356
536,0,"bagasse, cane, factory, sugar, steam, factories, juice, mills, sugar industry, milling",355
537,0,"gaba, brain, acid gaba, gammaaminobutyric, gammaaminobutyric acid, receptors, synaptic, receptor, neurons, neurotransmitter",355
538,0,"gravity, curvature, gravitational, sedimentation, space, 1g, reorientation, centrifuge, roots, direction",354
539,10,"clade, monophyletic, clades, sister, genera, phylogenetic, parsimony, tribe, relationships, phylogeny",354
540,0,"mushrooms, genera, families, macroscopic, mushroom, edible, basidiomycota, fungi, orders, forest",354
541,0,"paclobutrazol, ccc, mgl, dwarfing, retardants, flower, spraying, flowering, different concentrations, narcissus",353
542,0,"xyloglucan, mucilage, wall, cellulose, cell wall, walls, arabidopsis, pectin, cell walls, plant cell",353
543,4,"submitted, antnio, marco, ramos, pereira, bc, maria, santos, tese, silva",352
544,0,"mitotic, mitotic index, chromosomal, cepa, aberrations, allium cepa, abnormalities, allium, root tip, anaphase",351
545,0,"clulas, folhas, folha, abaxial, espcie, espcies, estrutura, apresenta, presena, com",351
546,0,"anthelmintic, worms, paralysis, mgml, extracts, worm, aqueous, extract, death, ethanolic",351
547,3,"bulletin, van, vol, pp, dec, jun, du, national, 31, genre",350
548,14,"9000, say, acta, salix, saccharomyces cerevisiae, vitis vinifera, contemporary, saccharomyces, conference, vinifera",348
549,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",347
550,0,"fingerprint, spectra, radix, cm1, infrared, ftir, gentiana, peaks, fingerprints, hplc",347
551,0,"prevalence, parasites, goats, cattle, sheep, gastrointestinal, infection, worm, sp, parasitic",347
552,0,"inos, cox2, antiinflammatory, nfb, 2647, macrophages, nitric oxide, nitric, tnf, il6",346
553,0,"template, dna polymerase, reaction, mmoll, dna, annealing, polymerase, amplification, primer, optimized",345
554,0,"aroma, volatile, volatile compounds, flavor, esters, aldehydes, alcohols, volatiles, compounds, volatile components",345
555,0,"starches, starch, brown rice, gaba, germinated, brown, amylose, gelatinization, cassava, viscosity",344
556,0,"editorial, conference, editors, university, career, journal, editor, papers, professor, meeting",344
557,0,"epidemics, pathogen, epidemic, epidemiological, disease, spread, climate, climate change, dispersal, pathogens",344
558,0,"aktivitas, ekstrak, dengan, dan, daun, flavonoid, metode, yang, menggunakan, dpph",344
559,0,"psyllid, hlb, citrus, asiaticus, candidatus, citri, huanglongbing, fastidiosa, greening, vector",341
560,0,"assembly, genome, mb, n50, genome assembly, assembled, assemblies, reference genome, sequencing, proteincoding genes",340
561,0,"prediction, genomic, accuracies, prediction accuracy, gs, accuracy, selection, predictive, breeding, crossvalidation",340
562,0,"deposition, no3, stream, denitrification, runoff, riparian, acidification, loads, doc, leaching",339
563,6,"pubmed google, pubmed, oxford, academic, google scholar, scholar, google, works, entomology, author",339
564,0,"actin, microtubule, microtubules, cytoskeleton, filaments, polarity, cortical, division, cell, cytokinesis",339
565,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",337
566,0,"pada, penelitian, dengan, mmhg, yang, dan, penelitian ini, ini, kadar, adalah",336
567,10,"nov, sp nov, comb, sp, gen, new species, genus, stl, type species, nsp",336
568,0,"pests, diseases insect, pest, insect pests, insect, quarantine, prevention, occurrence, diseases, forward",336
569,0,"titleabstracttitle, chapter, book, blueberry, harvesting, chapter focuses, propagation, taxonomy, describes, postharvest",334
570,0,"allelopathy, allelochemicals, allelopathic, weeds, weed, phenomenon, chemicals, weed management, herbicides, interference",334
571,0,"economia, brasileira, rural, brasileiro, 61, 59, da, anlise, 62, produo",334
572,10,"sections, fixation, embedding, staining, slides, electron, stain, stained, microscopy, paraffin",334
573,10,"illustration, coloured, botanical, dissected, drawn, bolus, drawing, botanical garden, nebr, pp",333
574,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",332
575,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",332
576,4,"specimen, global biodiversity, natural history, claims, facility, data collected, biodiversity, andor, history, global",330
577,1,"jul, jun, aug, sprayer, psi, counted, apr, sprays, gal, treatments applied",330
578,1,"trypsin, inhibitor, inhibitors, chymotrypsin, proteinase, protease, serine, residues, purified, proteinases",329
579,0,"iaa, bud, endogenous, zr, flower bud, aba, ga3, differentiation, buds, hormones",329
580,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",328
581,0,"cutting, picking, speed, harvester, device, machine, sugarcane, angle, harvesting, cutter",325
582,0,"piglets, gestation, sow, lactation, weaning, litter, sid, parity, birth, litters",325
583,0,"lai, reflectance, spectral, hyperspectral, estimation, vegetation, vegetation index, remote sensing, canopy, indices",324
584,6,"bioscience, published 01, academic, oxford, new york, york, google scholar, scholar, google, works",324
585,4,"3175, polygon, nematoda, geometry, includes records, containing species, false, records constituent, dataset, query taxonkey",324
586,0,"senecio, sedum, abelmoschus, esculentus moench, esculentus, abelmoschus esculentus, subsp, moench, hibiscus, montanum",324
587,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",323
588,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",322
589,6,"uptodate information, catalog, uptodate, facts, valid, look, publication, recommendations, extension, greater equal",322
590,0,"infestation, pod, borer, pod borer, susceptible, armigera, genotypes, highly susceptible, resistant, damage",322
591,10,"taxa, taxa including, naturalized, vascular plants, var, koreana, endemic plants, japonica, rare plants, species subspecies",321
592,6,"pubmed google, pubmed, oxford, published 01, academic, google scholar, scholar, google, works, author",321
593,0,"rooting, cutting, cuttings, iba, survival rate, naa, survival, softwood, mgl, propagation",321
594,0,"rice, mechanization, transplanting, rice production, cultivation techniques, mechanized, cultivation, direct seeding, seeding, rice cultivation",320
595,0,"memory, maze, mice, morris, brain, rats, alzheimers, cognitive, latency, learning",320
596,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",320
597,6,"search, biochem, icon, cite, content research, views, citation, cambridge, pubmed google, pdf",319
598,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",318
599,0,"biology ecology, covers, overview, identity, diagnosis, dispersal, seedborne, ecology, biology, impacts",318
600,0,"gen, tanaman, dan, pada, dengan, yang, dari, menggunakan, untuk, sampel",317
601,0,"plastid, plastids, algae, eukaryotes, eukaryotic, cyanobacterial, algal, cyanobacteria, nonphotosynthetic, lineages",316
602,4,"geometry, datasets, dataset, terms dataset, restrictive terms, licensed restrictive, download licensed, included download, individual datasets, datasets included",316
603,0,"equilibrium, numerical, mathematical, mathematical model, model, epidemic, diseasefree, simulations, dynamics, disease",316
604,6,"score, prod, crossref, nat, updated, attention, text, article, share, advertisement",314
605,0,"photos, source, 3d, reality, london, scanned, 10, processed, capture, scan",314
606,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",314
607,0,"symposium, banana, international symposium, international, international conference, plantain, harnessing, production improved, partnerships, musa",313
608,0,"cell cycle, cyclin, cycle, cell, cell division, kinase, division, mitotic, progression, mitosis",313
609,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",313
610,0,"linolenic, linolenic acid, oleic, palmitic, stearic, oleic acid, fatty, fatty acid, palmitic acid, acid content",311
611,0,"mass spectrometry, spectrometry, fragmentation, ion, mass, ionization, liquid chromatography, glycosides, msms, electrospray",310
612,0,"cultivation techniques, cultivation, techniques, summarized, pest control, pest, high yield, flower fruit, introduced, highyield",309
613,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",306
614,7,"tn, cosub2sub, soc, tree, hydrophobicity, hsub2subosub2sub, mesh, ethiopia, rates, sesame",305
615,6,"score, crossref, updated, options, attention, news, text, eng, november, article",303
616,0,"powdery, powdery mildew, mildew, erysiphe, podosphaera, fungus, oidium, morphological, rdna, 28s",302
617,0,"biofortification, micronutrient, malnutrition, staple, micronutrients, iron, deficiencies, fortification, hunger, deficiency",301
618,0,"bees, bee, honey, honey bees, pollinators, pesticide, imidacloprid, pesticides, pollen, nectar",301
619,0,"residues, residue, dissipation, halflife, halflives, dissipated, dimethoate, tebuconazole, mg kg1, degradation",301
620,0,"th, ra, ta, ing, te, tio, ti, ro, ly, tu",301
621,0,"adaptability, stability, environments, genotypes, gge, ammi, genotype, biplot, lin, genotype environment",299
622,1,"dormancy, germination, aba, dormant, phytochrome, red light, farred, seeds, light, embryos",298
623,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",298
624,16,"subsp, vu, mm, boiss, cretica, 2001, centaurea, mm mm, km2, campanula",296
625,0,"semen, spermatozoa, dan, pada, dengan, hari, penelitian, yang, perlakuan, adalah",296
626,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",295
627,0,"arizona, agriculture university, faculty agriculture, university arizona, periodical, faculty, archive, quarterly, life sciences, sciences university",295
628,1,"reflectance, canopy, radiation, transmittance, irradiance, spectral, solar, diffuse, optical properties, nm",295
629,21,"church, religious, faith, peace, literary, christian, american, war, conference, tradition",293
630,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",293
631,0,"pharmacological, development utilization, clinical application, extensive literature, research progress, summarized, provide reference, utilization, reviewed, clinical",293
632,0,"available online, freely available, committed, freely, open access, journals, new hampshire, hampshire, ensuring, driven",292
633,0,"silica, rice husk, husk, silicon, amorphous, sio2, xrd, ash, husks, xray",290
634,1,"phytochrome, red light, farred, light, blue light, irradiation, blue, etiolated, red, curvature",290
635,3,"journal plant, vol, plant pathology, canadian, pathology, pp, journal, 1986, 1988, plant sciences",289
636,10,"new species, phylogenetic, ih, phylogenetic analyses, ic, genus, internal transcribed, transcribed spacer, ip, ig",289
637,0,"mycelium, composites, materials, insulation, composite, leather, substrate, mechanical, fabrication, material",289
638,3,"east african, agricultural forestry, vol, pp, forestry, african, east, summaries, journal, pans",289
639,0,"rj, sweet corn, cruz, silva, sade, rio janeiro, federal santa, production tomato, da silva, summer squash",288
640,0,"ssrs, ssr, repeats, primer pairs, ests, markers, pairs, ssr markers, primer, motifs",288
641,0,"pine, xylophilus, bursaphelenchus, pine wood, nematode, wilt disease, nematodes, wood, pines, thunbergii",287
642,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",287
643,0,"published january, und, der, january, issue, journal, ber, published, chemistry, volume",286
644,0,"senescence, ga, leaf senescence, cytokinin, gibberellin, hormones, plant hormones, cytokinins, gibberellins, biosynthesis",286
645,0,"water deficit, deficit, flooding, water stress, drought, water, waterlogging, gas exchange, drought stress, stomatal",284
646,0,"virtual, modeling, simulation, visualization, 3d, simulate, model, growth process, growth model, computer",284
647,6,"published online, copyright, online, 2011, august, published, 29, affiliation, october, committee",284
648,0,"volatiles, pheromone, males, attracted, females, traps, blend, attraction, attractive, female",283
649,0,"agroforestry, agroforestry systems, income, land, farmers, village, livelihood, forest, respondents, practices",282
650,4,"specimen, global biodiversity, natural history, claims, facility, data collected, biodiversity, andor, history, collected",282
651,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",282
652,0,"ripening, fruit ripening, ethylene, climacteric, softening, fruit, fruit development, ethylene production, biosynthesis, ethylene biosynthesis",282
653,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",282
654,0,"grapevine, microsatellite, grape, vinifera, vitis, microsatellite loci, ssr, accessions, synonyms, vitis vinifera",281
655,0,"nbsp, da, os, um, uma, plusmn, com, foram, foi, trabalho",281
656,0,"taxa, naturalized, vascular plants, korean, species subspecies, endemic plants, vascular, subspecies, families, grade",280
657,4,"submitted, santos, almeida, sousa, silva, souza, jonathan, costa, alves, rodrigues",280
658,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",279
659,0,"nutritional, peanut, protein, proteins, chickpea, functional properties, legume, legumes, foods, food",279
660,0,"migrant, workers, social, rural, mental, mental health, psychological, medical, insurance, peasants",278
661,4,"false, datasets, states america, dataset, specimen, terms dataset, licensed restrictive, restrictive terms, download licensed, included download",278
662,0,"department, agricultural experiment, experiment station, department agriculture, state university, university, minnesota, university minnesota, affairs, institute food",278
663,0,"cyanide, wastewater, gold, complexes, oxidation, sorption, cn, removal, catalyst, effluents",277
664,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",277
665,0,"herbal, patients, herbal products, supplements, herbs, medications, physicians, remedies, use herbal, herbal remedies",275
666,10,"spore, wall, spores, hyphae, pore, septa, vesicles, septum, cytoplasm, zoospores",275
667,0,"espcies, gnero, elementos, regies, 5s, um, nmero, espcie, uma, famlia",275
668,9,"hut, hari, jam, pt, barat, sumatera, utara, sulawesi, timur, selatan",275
669,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",274
670,0,"wax, cuticular, waxes, cuticle, epicuticular, raman, alcohols, epicuticular wax, triterpenoids, water loss",274
671,6,"heredity, pubmed google, pubmed, oxford, academic, journal, google scholar, scholar, google, works",274
672,0,"guide, book, photographs, conifers, drawings, keys, illustrated, descriptions, glossary, botanical",273
673,0,"mutagenicity, antimutagenic, mutagenic, typhimurium, salmonella typhimurium, ames, salmonella, s9, mutagen, mutagens",273
674,0,"mitochondrial, proteincoding genes, proteincoding, codon, bp, trna, phylogenetic, bp length, sequenced, cicadellidae",272
675,0,"dermal, exposure, pesticide, exposures, chlorpyrifos, pesticides, workers, inhalation, urine, homes",272
676,0,"total flavonoids, chlorogenic, flavonoids, contents, chlorogenic acid, fructus, content total, rhizoma, hplc, lonicera",272
677,0,"pf, 238, 244, 234, 232, 249, pita, 242, 236, 247",272
678,0,"mosquito, repellents, mosquitoes, repellent, dengue, aegypti, malaria, insecticides, synthetic, vector",271
679,1,"inositol, pi, starvation, myoinositol, pyrophosphate, phosphate, phosphates, et al, kinase, figure",271
680,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",270
681,0,"docking, molecular docking, kcalmol, silico, cancer, binding, compounds, ligand, receptor, anticancer",268
682,0,"selfincompatibility, pollen, si, pistil, rejection, fbox, gametophytic, gsi, solanaceae, stigma",268
683,3,"jr, ohio, david, james, preface, smith, john, somatic embryogenesis, richard, robert",268
684,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",267
685,0,"sclerotinia, rot, sclerotiorum, disease, lesion, severity, susceptible, stem rot, leafspot, cultivars",267
686,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",266
687,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",266
688,0,"hybrids, detergent, detergent fiber, brs, adf, forage, sorghum, dry matter, spacing, crude protein",266
689,0,"florida, university florida, institute food, food agricultural, extension service, sciences university, agricultural sciences, cooperative, document, publication date",266
690,6,"score, crossref, anal, updated, attention, pdf, text, article, share, advertisement",266
691,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",265
692,6,"crossref, updated, copyright, pdf, text, share, advertisement, november 2008, citing, text article",264
693,0,"pcd, cell death, death, programmed cell, programmed, proteins, proteome, spots, cell, apoptosis",263
694,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",263
695,0,"rea, modelos, escala, foliar, comprimento, modelo, folhas, estimar, da, determinao",262
696,10,"duct, anterior, muscles, sperm, gland, dorsal, lumen, oocytes, cuticle, spermatozoa",261
697,0,"pectin, extraction, extracting, orthogonal, peel, extraction time, orange peel, microwave, single factor, extraction rate",261
698,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",260
699,0,"medicinal, guizhou, medicinal plants, plant resources, resources, species medicinal, medicinal plant, medical, species varieties, guizhou province",259
700,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",259
701,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",258
702,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",258
703,0,"click, image, words, decrease, increase, phytophthora, glomus, mycorrhiza, keywords, alcohol",258
704,2,"grant, ciencia, spanish, funded, project, supported, funding, funds, work supported, fund",258
705,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",257
706,0,"reg, bean, bean common, pi, bean phaseolus, phaseolus vulgaris, released, phaseolus, maturity group, agricultural experiment",257
707,4,"souza, submitted, santos, diego, alves, barbara, anna, dos, , ",256
708,0,"microbiology, goal develop, generate new, review articles, new knowledge, research papers, publisher, invest, strengthen, topical",256
709,3,"pp, et la, lyon, bulletin, n1, n4, jean, la, du, et",255
710,1,"ring, hydrogen bonds, crystal, title, intermolecular, bonds, conformation, crystal structure, hydrogen, molecules",255
711,0,"rna, total rna, extraction, ctab, rna extracted, isolation, kit, rna isolated, extracted, protocol",254
712,0,"qtls, qtl, gwas, candidate genes, trait, snps, candidate, mapping, snp, linkage",254
713,4,"issue, previous, date, available, dissertao, silva, final, gabriel, diego, luis",253
714,11,"mm long, glabrous, mm, long, hairs, densely, cm long, narrowly, usually, erect",253
715,0,"sorghum, sorghum sorghum, sorghums, grain sorghum, cereal, semiarid, sorghum bicolor, africa, bicolor, barley",253
716,0,"relative humidity, humidity, weather, minimum temperature, maximum temperature, disease, incidence, rainfall, disease intensity, severity",253
717,0,"dormancy, seed dormancy, aba, dt, seed germination, germination, imbibition, ga, embryo, desiccation",253
718,1,"rna, ribosomes, polya, embryos, mrna, synthesis, translation, mrnas, ribosomal, protein synthesis",253
719,1,"nitrate, no3, influx, uptake, nh, ammonium, nh4, efflux, roots, xylem",253
720,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",252
721,4,"states america, country, america, united states, united, states, continent, datasets, north america, alien",252
722,4,"option, article published, glance, abstract article, concise, delivering, journals, references, weekly, select",251
723,0,"dogs, cats, owners, dog, pet, diet, diets, foods, renal, pets",251
724,0,"tumor, cancer, tumors, patients, stem cells, tumor cells, lung, cells, prognosis, prognostic",250
725,0,"archaeological, subsistence, domesticated, cal, millennium, evidence, domestication, dental, bc, bp",250
726,6,"teacher, search, icon, cite, american, biology, views, citation, contentthe, pdf",250
727,13,"greater equal, equal, geometry, 1980, false, datasets, dataset, 2021, query taxonkey, restrictive terms",250
728,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",250
729,3,"references, introduction, chapter, acknowledgements, appendix, introducao, 22, 31, 23, 21",250
730,6,"search, icon, citation, cite, proceedings, views, ris, input, conference, permissions",250
731,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",250
732,24,"culm, bamboo, cm cm, bamboo species, cd, carbon sequestration, germination, jujube, tobacco, taiwan",249
733,0,"heme, peroxidase, copper, oxidation, peroxidases, active site, hrp, radical, laccase, catalytic",249
